order_id,product_id,warehouse_id,order_qty,promised_date,delivery_date,status
SO00442,P006,W04,334,2026-07-04,2026-07-04,DELIVERED
SO00443,P012,W06,659,2026-08-07,,CONFIRMED
SO00444,P027,W05,236,2026-07-30,,CONFIRMED
SO00445,P022,W05,585,2026-07-17,2026-07-17,SHIPPED
SO00446,P024,W02,62,2026-06-20,2026-06-21,DELIVERED
SO00447,P011,W08,577,2026-07-27,,BACKORDER
SO00448,P006,W04,603,2026-07-06,2026-07-07,SHIPPED
SO00449,P025,W08,761,2026-08-04,,BACKORDER
SO00450,P026,W02,181,2026-07-04,2026-07-04,DELIVERED
SO00451,P023,W08,295,2026-08-04,2026-08-05,DELIVERED
SO00452,P009,W06,59,2026-06-22,2026-06-23,DELIVERED
SO00453,P006,W03,66,2026-07-16,2026-07-17,SHIPPED
SO00454,P004,W02,250,2026-06-16,,OPEN
SO00455,P027,W01,441,2026-08-01,2026-08-02,SHIPPED
SO00456,P022,W01,672,2026-07-16,2026-07-17,DELIVERED
SO00457,P024,W05,463,2026-07-18,,OPEN
SO00458,P020,W06,117,2026-06-19,2026-06-19,SHIPPED
SO00459,P030,W08,697,2026-07-08,2026-07-09,DELIVERED
SO00460,P001,W08,687,2026-08-10,,BACKORDER
SO00461,P030,W04,215,2026-08-14,,OPEN
SO00462,P021,W03,214,2026-08-15,,BACKORDER
SO00463,P018,W03,738,2026-08-08,2026-08-09,DELIVERED
SO00464,P011,W03,766,2026-08-11,,OPEN
SO00465,P025,W05,528,2026-06-28,2026-06-30,DELIVERED
SO00466,P023,W04,258,2026-08-12,2026-08-14,SHIPPED
SO00467,P029,W02,659,2026-08-03,,OPEN
SO00468,P016,W06,798,2026-08-19,,BACKORDER
SO00469,P012,W07,478,2026-06-30,2026-07-02,DELIVERED
SO00470,P025,W03,480,2026-08-04,2026-08-06,DELIVERED
SO00471,P021,W06,647,2026-07-25,2026-07-27,SHIPPED
SO00472,P028,W01,546,2026-08-19,,BACKORDER
SO00473,P020,W05,693,2026-07-28,2026-07-28,DELIVERED
SO00474,P018,W06,493,2026-07-27,,CONFIRMED
SO00475,P011,W05,338,2026-06-23,,OPEN
SO00476,P004,W03,85,2026-07-25,2026-07-25,DELIVERED
SO00477,P021,W07,383,2026-08-13,2026-08-15,DELIVERED
SO00478,P016,W08,422,2026-07-26,2026-07-27,SHIPPED
SO00479,P014,W05,55,2026-08-23,,CONFIRMED
SO00480,P019,W05,175,2026-08-09,2026-08-13,SHIPPED
SO00481,P022,W06,666,2026-08-11,2026-08-11,DELIVERED
SO00482,P011,W06,312,2026-08-08,2026-08-08,DELIVERED
SO00483,P029,W03,248,2026-07-08,2026-07-10,SHIPPED
SO00484,P030,W03,90,2026-06-24,2026-06-24,DELIVERED
SO00485,P030,W03,404,2026-07-22,2026-07-24,DELIVERED
SO00486,P028,W03,301,2026-07-10,,BACKORDER
SO00487,P005,W03,781,2026-07-02,,CONFIRMED
SO00488,P005,W06,530,2026-08-09,2026-08-10,DELIVERED
SO00489,P018,W05,650,2026-08-02,,OPEN
SO00490,P028,W06,120,2026-07-06,,CONFIRMED
SO00491,P007,W01,274,2026-06-22,2026-06-23,DELIVERED
SO00492,P024,W07,131,2026-07-18,,BACKORDER
SO00493,P007,W05,177,2026-07-28,2026-07-30,DELIVERED
SO00494,P008,W01,60,2026-07-06,,CONFIRMED
SO00495,P012,W03,42,2026-07-22,2026-07-22,DELIVERED
SO00496,P028,W07,388,2026-06-24,,BACKORDER
SO00497,P024,W07,26,2026-07-15,,CANCELLED
SO00498,P023,W05,50,2026-07-27,2026-07-28,DELIVERED
SO00499,P010,W01,140,2026-08-10,2026-08-13,SHIPPED
SO00500,P010,W04,221,2026-07-29,2026-08-03,DELIVERED
SO00501,P004,W03,464,2026-08-14,,CONFIRMED
SO00502,P004,W01,588,2026-07-01,,CONFIRMED
SO00503,P015,W08,257,2026-08-03,,CANCELLED
SO00504,P007,W05,352,2026-07-28,2026-07-29,DELIVERED
SO00505,P019,W06,106,2026-07-12,,CANCELLED
SO00506,P013,W04,763,2026-08-10,2026-08-11,DELIVERED
SO00507,P022,W01,607,2026-07-11,2026-07-13,SHIPPED
SO00508,P010,W05,593,2026-08-10,2026-08-15,DELIVERED
SO00509,P005,W02,23,2026-08-06,,OPEN
SO00510,P004,W01,223,2026-06-22,2026-06-23,DELIVERED
SO00511,P005,W08,11,2026-07-22,,OPEN
SO00512,P005,W07,781,2026-07-14,2026-07-14,SHIPPED
SO00513,P027,W01,491,2026-08-01,2026-08-02,DELIVERED
SO00514,P022,W05,73,2026-07-05,,CONFIRMED
SO00515,P011,W06,608,2026-07-29,,BACKORDER
SO00516,P024,W07,646,2026-07-29,2026-07-29,SHIPPED
SO00517,P005,W08,561,2026-08-03,2026-08-05,DELIVERED
SO00518,P002,W02,73,2026-07-25,,CONFIRMED
SO00519,P027,W01,147,2026-08-19,2026-08-21,DELIVERED
SO00520,P025,W03,481,2026-07-03,2026-07-03,DELIVERED
SO00521,P001,W06,598,2026-07-16,,BACKORDER
SO00522,P030,W01,724,2026-07-06,,BACKORDER
SO00523,P030,W05,277,2026-08-12,2026-08-12,DELIVERED
SO00524,P008,W07,156,2026-08-21,,CONFIRMED
SO00525,P021,W03,571,2026-07-09,2026-07-11,DELIVERED
SO00526,P008,W03,71,2026-06-27,,BACKORDER
SO00527,P023,W03,92,2026-07-26,,CONFIRMED
SO00528,P017,W05,110,2026-08-23,2026-08-23,SHIPPED
SO00529,P002,W02,350,2026-08-10,,CONFIRMED
SO00530,P028,W07,224,2026-06-20,,OPEN
SO00531,P007,W02,575,2026-08-14,2026-08-14,SHIPPED
SO00532,P016,W02,513,2026-06-20,2026-06-20,DELIVERED
SO00533,P023,W04,705,2026-06-24,,OPEN
SO00534,P005,W05,87,2026-07-25,2026-07-27,DELIVERED
SO00535,P022,W03,168,2026-07-11,2026-07-13,DELIVERED
SO00536,P009,W04,636,2026-06-30,,CONFIRMED
SO00537,P015,W04,328,2026-07-09,,CONFIRMED
SO00538,P020,W07,695,2026-07-10,2026-07-12,SHIPPED
SO00539,P006,W03,657,2026-06-23,,OPEN
SO00540,P006,W07,515,2026-07-17,,CONFIRMED
SO00541,P025,W04,348,2026-08-15,2026-08-17,DELIVERED
SO00542,P017,W03,287,2026-07-29,2026-07-30,DELIVERED
SO00543,P013,W04,489,2026-07-31,2026-08-01,DELIVERED
SO00544,P014,W05,234,2026-07-20,2026-07-20,DELIVERED
SO00545,P016,W05,721,2026-07-01,,BACKORDER
SO00546,P011,W06,680,2026-07-27,,BACKORDER
SO00547,P026,W06,192,2026-08-10,2026-08-13,SHIPPED
SO00548,P013,W02,270,2026-07-30,2026-07-31,SHIPPED
SO00549,P002,W08,698,2026-08-06,2026-08-08,DELIVERED
SO00550,P020,W02,368,2026-08-10,2026-08-12,SHIPPED
SO00551,P005,W08,149,2026-08-16,2026-08-16,SHIPPED
SO00552,P018,W01,740,2026-06-24,2026-06-26,SHIPPED
SO00553,P019,W02,302,2026-08-15,2026-08-15,DELIVERED
SO00554,P004,W06,468,2026-07-04,,CONFIRMED
SO00555,P011,W05,697,2026-08-07,2026-08-12,DELIVERED
SO00556,P014,W07,44,2026-08-13,2026-08-14,SHIPPED
SO00557,P015,W05,17,2026-06-29,,CANCELLED
SO00558,P018,W07,505,2026-07-01,,CONFIRMED
SO00559,P019,W02,631,2026-06-27,,CONFIRMED
SO00560,P028,W01,670,2026-07-31,2026-08-05,DELIVERED
SO00561,P030,W02,433,2026-08-03,2026-08-03,SHIPPED
SO00562,P015,W01,145,2026-08-15,2026-08-15,SHIPPED
SO00563,P008,W08,713,2026-08-01,2026-08-03,SHIPPED
SO00564,P022,W05,99,2026-07-13,,CONFIRMED
SO00565,P020,W04,113,2026-07-17,2026-07-18,DELIVERED
SO00566,P004,W05,116,2026-08-18,,BACKORDER
SO00567,P020,W02,753,2026-08-03,2026-08-04,DELIVERED
SO00568,P011,W07,286,2026-07-24,,CONFIRMED
SO00569,P012,W08,420,2026-08-07,,CONFIRMED
SO00570,P012,W02,451,2026-07-18,2026-07-20,DELIVERED
SO00571,P013,W01,328,2026-06-18,2026-06-18,DELIVERED
SO00572,P021,W03,789,2026-07-24,2026-07-25,SHIPPED
SO00573,P019,W08,577,2026-08-12,,BACKORDER
SO00574,P013,W01,462,2026-07-19,,CONFIRMED
SO00575,P010,W03,384,2026-06-27,2026-06-30,DELIVERED
SO00576,P018,W07,360,2026-08-06,2026-08-08,SHIPPED
SO00577,P014,W05,652,2026-06-20,2026-06-22,SHIPPED
SO00578,P030,W01,128,2026-07-06,,BACKORDER
SO00579,P030,W06,739,2026-07-23,2026-07-24,SHIPPED
SO00580,P017,W06,631,2026-06-30,2026-07-01,SHIPPED
SO00581,P004,W03,17,2026-06-27,2026-07-02,SHIPPED
SO00582,P021,W02,340,2026-07-03,,BACKORDER
SO00583,P026,W01,195,2026-08-17,2026-08-21,DELIVERED
SO00584,P010,W04,62,2026-08-05,,BACKORDER
SO00585,P010,W02,102,2026-08-06,2026-08-11,SHIPPED
SO00586,P015,W07,434,2026-08-15,,CANCELLED
SO00587,P028,W03,629,2026-07-05,,BACKORDER
SO00588,P005,W04,365,2026-07-15,,OPEN
SO00589,P007,W02,108,2026-08-08,2026-08-09,DELIVERED
SO00590,P020,W08,615,2026-07-28,2026-07-30,DELIVERED
SO00591,P014,W06,157,2026-07-04,2026-07-05,SHIPPED
SO00592,P030,W04,663,2026-08-19,2026-08-19,DELIVERED
SO00593,P004,W07,657,2026-07-05,,CONFIRMED
SO00594,P005,W05,175,2026-08-08,2026-08-09,SHIPPED
SO00595,P027,W06,690,2026-07-25,2026-07-25,SHIPPED
SO00596,P012,W06,559,2026-08-20,2026-08-20,SHIPPED
SO00597,P015,W05,66,2026-06-23,2026-06-27,DELIVERED
SO00598,P029,W02,500,2026-07-25,2026-07-25,SHIPPED
SO00599,P020,W02,281,2026-06-18,,CANCELLED
SO00600,P029,W01,452,2026-07-30,2026-07-30,DELIVERED
SO00601,P014,W03,365,2026-08-14,,BACKORDER
SO00602,P013,W08,610,2026-08-06,,CONFIRMED
SO00603,P022,W06,232,2026-07-09,,CONFIRMED
SO00604,P028,W08,658,2026-08-16,,OPEN
SO00605,P011,W01,217,2026-06-21,,OPEN
SO00606,P013,W08,257,2026-07-29,2026-07-30,DELIVERED
SO00607,P002,W05,349,2026-06-30,2026-07-01,DELIVERED
SO00608,P003,W04,113,2026-07-30,2026-08-01,DELIVERED
SO00609,P013,W05,661,2026-07-12,,CONFIRMED
SO00610,P008,W04,713,2026-07-11,2026-07-13,SHIPPED
SO00611,P029,W07,43,2026-06-26,2026-06-27,DELIVERED
SO00612,P028,W02,500,2026-07-16,,CONFIRMED
SO00613,P015,W08,715,2026-06-22,2026-06-24,DELIVERED
SO00614,P004,W07,651,2026-06-24,2026-06-26,SHIPPED
SO00615,P013,W03,708,2026-07-03,2026-07-04,SHIPPED
SO00616,P021,W06,729,2026-07-02,2026-07-03,DELIVERED
SO00617,P030,W06,796,2026-06-28,,CANCELLED
SO00618,P004,W04,498,2026-08-09,2026-08-13,DELIVERED
SO00619,P028,W08,455,2026-07-30,,CONFIRMED
SO00620,P003,W04,284,2026-07-29,2026-07-30,DELIVERED
SO00621,P030,W02,196,2026-06-28,,OPEN
SO00622,P017,W06,131,2026-08-13,,CONFIRMED
SO00623,P030,W02,279,2026-07-26,2026-07-28,DELIVERED
SO00624,P024,W07,212,2026-07-12,2026-07-13,DELIVERED
SO00625,P011,W07,743,2026-07-21,,CANCELLED
SO00626,P024,W05,420,2026-08-16,2026-08-16,SHIPPED
SO00627,P014,W04,543,2026-06-14,2026-06-15,DELIVERED
SO00628,P001,W02,420,2026-07-26,,BACKORDER
SO00629,P013,W04,775,2026-07-23,2026-07-25,DELIVERED
SO00630,P009,W07,74,2026-08-01,2026-08-01,DELIVERED
SO00631,P013,W05,458,2026-08-04,,OPEN
SO00632,P026,W06,172,2026-06-25,,OPEN
SO00633,P005,W06,496,2026-07-14,2026-07-15,DELIVERED
SO00634,P022,W07,533,2026-07-27,2026-07-29,DELIVERED
SO00635,P006,W02,16,2026-07-11,2026-07-12,DELIVERED
SO00636,P015,W03,154,2026-07-29,2026-08-03,DELIVERED
SO00637,P017,W03,376,2026-08-07,,CONFIRMED
SO00638,P007,W02,494,2026-06-24,2026-06-26,DELIVERED
SO00639,P018,W02,283,2026-07-15,,CONFIRMED
SO00640,P030,W05,377,2026-07-01,2026-07-02,SHIPPED
SO00641,P024,W07,436,2026-07-09,2026-07-09,DELIVERED
SO00642,P005,W03,203,2026-06-30,,BACKORDER
SO00643,P028,W06,611,2026-07-17,,BACKORDER
SO00644,P027,W01,285,2026-07-29,2026-07-30,DELIVERED
SO00645,P014,W07,183,2026-08-11,2026-08-12,DELIVERED
SO00646,P026,W06,603,2026-07-28,,CANCELLED
SO00647,P002,W08,616,2026-08-12,2026-08-12,DELIVERED
SO00648,P010,W01,383,2026-07-11,2026-07-14,SHIPPED
SO00649,P015,W04,764,2026-06-18,,BACKORDER
SO00650,P006,W01,240,2026-07-06,,BACKORDER
SO00651,P017,W03,190,2026-07-10,2026-07-11,DELIVERED
SO00652,P008,W08,325,2026-07-02,,CONFIRMED
SO00653,P009,W08,229,2026-07-18,2026-07-20,DELIVERED
SO00654,P016,W06,270,2026-06-18,2026-06-19,DELIVERED
SO00655,P016,W01,88,2026-08-16,2026-08-17,DELIVERED
SO00656,P006,W04,159,2026-06-29,,CONFIRMED
SO00657,P018,W03,594,2026-08-19,2026-08-20,DELIVERED
SO00658,P010,W05,618,2026-06-26,,OPEN
SO00659,P002,W01,190,2026-08-07,,OPEN
SO00660,P015,W08,57,2026-08-04,2026-08-09,SHIPPED
SO00661,P010,W01,130,2026-07-09,2026-07-12,DELIVERED
SO00662,P015,W03,658,2026-07-08,,BACKORDER
SO00663,P016,W06,47,2026-07-12,,BACKORDER
SO00664,P017,W05,102,2026-07-03,2026-07-03,SHIPPED
SO00665,P016,W04,383,2026-07-30,,CONFIRMED
SO00666,P011,W07,370,2026-08-01,,BACKORDER
SO00667,P011,W03,143,2026-06-28,,CONFIRMED
SO00668,P011,W01,566,2026-07-26,,BACKORDER
SO00669,P008,W02,123,2026-07-29,2026-07-29,DELIVERED
SO00670,P023,W07,669,2026-07-21,,OPEN
SO00671,P002,W06,771,2026-07-02,2026-07-02,DELIVERED
SO00672,P017,W07,630,2026-07-29,2026-07-29,DELIVERED
SO00673,P020,W04,227,2026-06-18,2026-06-18,DELIVERED
SO00674,P007,W02,541,2026-07-08,2026-07-10,SHIPPED
SO00675,P022,W07,12,2026-06-28,2026-06-28,DELIVERED
SO00676,P026,W01,228,2026-07-02,,BACKORDER
SO00677,P026,W06,636,2026-07-14,2026-07-16,DELIVERED
SO00678,P006,W01,711,2026-08-10,2026-08-10,DELIVERED
SO00679,P024,W03,419,2026-08-04,,OPEN
SO00680,P025,W02,495,2026-07-02,2026-07-02,DELIVERED
SO00681,P018,W06,56,2026-07-03,2026-07-04,SHIPPED
SO00682,P016,W01,770,2026-07-08,2026-07-10,DELIVERED
SO00683,P011,W01,564,2026-06-23,2026-06-28,SHIPPED
SO00684,P018,W02,391,2026-07-13,2026-07-13,SHIPPED
SO00685,P018,W08,663,2026-07-08,,CANCELLED
SO00686,P018,W05,133,2026-06-29,2026-06-30,DELIVERED
SO00687,P026,W05,327,2026-08-10,2026-08-10,DELIVERED
SO00688,P012,W02,422,2026-06-21,,OPEN
SO00689,P008,W02,762,2026-06-23,,CANCELLED
SO00690,P018,W06,62,2026-07-11,2026-07-11,DELIVERED
SO00691,P020,W07,43,2026-07-13,2026-07-15,DELIVERED
SO00692,P029,W01,393,2026-06-29,,CONFIRMED
SO00693,P010,W02,711,2026-06-24,,BACKORDER
SO00694,P008,W06,715,2026-08-13,2026-08-14,DELIVERED
SO00695,P005,W02,688,2026-06-26,,CONFIRMED
SO00696,P007,W02,74,2026-07-14,,OPEN
SO00697,P002,W04,97,2026-08-07,2026-08-08,DELIVERED
SO00698,P003,W03,159,2026-07-03,2026-07-05,DELIVERED
SO00699,P019,W02,420,2026-07-29,,CANCELLED
SO00700,P001,W02,25,2026-07-27,2026-07-30,DELIVERED
SO00701,P026,W03,535,2026-07-24,2026-07-29,DELIVERED
SO00702,P011,W01,598,2026-06-26,2026-06-30,DELIVERED
SO00703,P001,W04,371,2026-08-05,,OPEN
SO00704,P011,W04,556,2026-08-09,,BACKORDER
SO00705,P027,W03,440,2026-07-13,,OPEN
SO00706,P002,W06,41,2026-06-30,2026-07-02,SHIPPED
SO00707,P027,W07,584,2026-07-13,2026-07-13,SHIPPED
SO00708,P017,W08,670,2026-06-28,2026-06-29,SHIPPED
SO00709,P019,W03,304,2026-07-05,,BACKORDER
SO00710,P023,W08,697,2026-06-30,2026-07-02,DELIVERED
SO00711,P020,W05,709,2026-07-05,2026-07-06,SHIPPED
SO00712,P007,W04,92,2026-08-20,2026-08-22,DELIVERED
SO00713,P011,W06,80,2026-08-03,,OPEN
SO00714,P019,W06,582,2026-07-19,,OPEN
SO00715,P027,W07,481,2026-07-03,2026-07-03,DELIVERED
SO00716,P006,W06,367,2026-08-15,2026-08-17,DELIVERED
SO00717,P024,W07,564,2026-06-21,,CANCELLED
SO00718,P015,W06,130,2026-06-27,2026-06-29,DELIVERED
SO00719,P011,W04,125,2026-06-27,2026-06-28,SHIPPED
SO00720,P010,W08,101,2026-07-16,,CONFIRMED
SO00721,P010,W08,552,2026-07-16,,CONFIRMED
SO00722,P011,W02,412,2026-07-18,,CONFIRMED
SO00723,P025,W03,59,2026-07-08,,BACKORDER
SO00724,P005,W03,45,2026-07-23,2026-07-25,DELIVERED
SO00725,P026,W01,344,2026-08-10,,CONFIRMED
SO00726,P001,W08,694,2026-07-15,,BACKORDER
SO00727,P004,W08,585,2026-06-24,,BACKORDER
SO00728,P011,W08,287,2026-07-31,2026-07-31,SHIPPED
SO00729,P025,W02,267,2026-06-17,2026-06-17,DELIVERED
SO00730,P023,W07,293,2026-07-01,,CONFIRMED
SO00731,P019,W05,246,2026-06-20,,CONFIRMED
SO00732,P002,W08,656,2026-07-26,,CONFIRMED
SO00733,P028,W01,341,2026-07-27,2026-07-29,DELIVERED
SO00734,P003,W04,645,2026-08-03,,OPEN
SO00735,P029,W08,11,2026-07-24,2026-07-24,SHIPPED
SO00736,P013,W01,235,2026-06-30,2026-06-30,SHIPPED
SO00737,P017,W06,236,2026-08-21,,OPEN
SO00738,P016,W02,247,2026-08-17,2026-08-18,SHIPPED
SO00739,P009,W07,443,2026-06-24,2026-06-25,DELIVERED
SO00740,P015,W05,217,2026-07-24,2026-07-25,DELIVERED
SO00741,P019,W05,539,2026-06-25,,OPEN
SO00742,P007,W07,221,2026-08-05,,BACKORDER
SO00743,P026,W08,360,2026-08-13,,CANCELLED
SO00744,P027,W03,253,2026-07-06,,BACKORDER
SO00745,P001,W03,540,2026-06-28,2026-07-03,DELIVERED
SO00746,P022,W02,770,2026-07-12,2026-07-14,SHIPPED
SO00747,P014,W05,714,2026-06-25,2026-06-27,DELIVERED
SO00748,P024,W05,534,2026-08-18,2026-08-19,SHIPPED
SO00749,P027,W07,443,2026-08-02,2026-08-02,DELIVERED
SO00750,P018,W03,422,2026-07-14,2026-07-15,DELIVERED
SO00751,P020,W05,698,2026-07-26,,CANCELLED
SO00752,P011,W04,599,2026-07-02,,BACKORDER
SO00753,P012,W05,694,2026-08-03,2026-08-04,DELIVERED
SO00754,P020,W08,733,2026-08-05,,CONFIRMED
SO00755,P017,W03,399,2026-07-30,,CONFIRMED
SO00756,P011,W08,301,2026-07-11,,CONFIRMED
SO00757,P023,W08,321,2026-07-22,2026-07-24,DELIVERED
SO00758,P001,W08,487,2026-08-18,2026-08-21,SHIPPED
SO00759,P011,W05,325,2026-08-11,,BACKORDER
SO00760,P007,W03,410,2026-06-30,2026-07-01,DELIVERED
SO00761,P013,W04,678,2026-07-04,2026-07-05,DELIVERED
SO00762,P008,W04,294,2026-08-11,2026-08-13,SHIPPED
SO00763,P020,W08,780,2026-07-19,2026-07-19,SHIPPED
SO00764,P012,W04,38,2026-08-20,2026-08-22,DELIVERED
SO00765,P019,W03,88,2026-08-17,2026-08-20,SHIPPED
SO00766,P009,W05,49,2026-07-28,,CONFIRMED
SO00767,P001,W04,746,2026-07-10,,BACKORDER
SO00768,P015,W03,593,2026-07-01,,CONFIRMED
SO00769,P026,W06,393,2026-07-29,2026-07-30,DELIVERED
SO00770,P006,W07,677,2026-06-28,2026-06-30,DELIVERED
SO00771,P029,W04,335,2026-07-21,2026-07-22,DELIVERED
SO00772,P003,W02,671,2026-07-03,2026-07-03,DELIVERED
SO00773,P015,W05,117,2026-08-21,2026-08-22,SHIPPED
SO00774,P016,W06,567,2026-07-01,2026-07-02,DELIVERED
SO00775,P004,W04,494,2026-08-05,,BACKORDER
SO00776,P024,W05,656,2026-08-01,,OPEN
SO00777,P022,W01,244,2026-08-12,,CANCELLED
SO00778,P002,W03,635,2026-07-30,,OPEN
SO00779,P007,W01,691,2026-08-21,,CONFIRMED
SO00780,P008,W04,744,2026-07-02,2026-07-04,DELIVERED
SO00781,P014,W08,279,2026-08-09,,CONFIRMED
SO00782,P020,W01,313,2026-08-01,2026-08-02,DELIVERED
SO00783,P013,W06,454,2026-07-11,2026-07-12,DELIVERED
SO00784,P002,W06,731,2026-08-06,2026-08-06,DELIVERED
SO00785,P008,W07,119,2026-08-20,2026-08-20,SHIPPED
SO00786,P030,W04,661,2026-07-10,,CANCELLED
SO00787,P009,W06,117,2026-07-22,,CONFIRMED
SO00788,P025,W08,54,2026-07-19,2026-07-20,SHIPPED
SO00789,P002,W01,258,2026-08-11,,CANCELLED
SO00790,P028,W02,244,2026-06-30,,OPEN
SO00791,P017,W04,669,2026-07-09,,OPEN
SO00792,P011,W05,51,2026-08-20,,CONFIRMED
SO00793,P009,W04,377,2026-07-09,2026-07-09,SHIPPED
SO00794,P022,W03,623,2026-06-25,,CONFIRMED
SO00795,P019,W05,748,2026-07-25,,OPEN
SO00796,P018,W01,545,2026-07-14,,CONFIRMED
SO00797,P023,W05,125,2026-07-30,,BACKORDER
SO00798,P023,W06,245,2026-07-24,2026-07-24,SHIPPED
SO00799,P012,W02,609,2026-08-01,,CONFIRMED
SO00800,P017,W03,687,2026-07-07,2026-07-07,DELIVERED
SO00801,P003,W02,611,2026-07-04,2026-07-05,SHIPPED
SO00802,P028,W05,500,2026-07-05,,BACKORDER
SO00803,P010,W01,703,2026-08-01,2026-08-02,SHIPPED
SO00804,P003,W05,61,2026-07-08,2026-07-10,SHIPPED
SO00805,P016,W04,419,2026-06-20,2026-06-22,SHIPPED
SO00806,P006,W07,436,2026-06-27,2026-06-27,SHIPPED
SO00807,P023,W08,56,2026-07-03,2026-07-05,DELIVERED
SO00808,P010,W07,11,2026-08-11,2026-08-14,DELIVERED
SO00809,P004,W04,421,2026-06-30,,CONFIRMED
SO00810,P022,W02,17,2026-07-18,2026-07-19,SHIPPED
SO00811,P018,W01,774,2026-08-03,2026-08-03,DELIVERED
SO00812,P006,W03,20,2026-07-03,,CANCELLED
SO00813,P029,W06,601,2026-07-03,,OPEN
SO00814,P025,W04,800,2026-08-04,2026-08-04,DELIVERED
SO00815,P007,W05,387,2026-07-28,,CONFIRMED
SO00816,P018,W02,763,2026-07-15,2026-07-15,DELIVERED
SO00817,P023,W07,241,2026-08-03,2026-08-04,DELIVERED
SO00818,P021,W05,634,2026-07-23,2026-07-25,DELIVERED
SO00819,P023,W02,522,2026-07-28,2026-07-28,SHIPPED
SO00820,P013,W04,331,2026-07-05,2026-07-06,SHIPPED
SO00821,P008,W04,621,2026-08-04,2026-08-06,DELIVERED
SO00822,P024,W06,554,2026-07-01,2026-07-03,DELIVERED
SO00823,P020,W01,39,2026-07-26,2026-07-28,DELIVERED
SO00824,P028,W07,107,2026-07-20,,OPEN
SO00825,P004,W01,207,2026-07-03,,CONFIRMED
SO00826,P022,W06,278,2026-07-28,,CONFIRMED
SO00827,P009,W02,247,2026-08-02,2026-08-02,SHIPPED
SO00828,P027,W02,724,2026-07-18,2026-07-20,DELIVERED
SO00829,P030,W05,11,2026-06-19,2026-06-21,DELIVERED
SO00830,P021,W06,439,2026-07-20,2026-07-20,DELIVERED
SO00831,P012,W07,540,2026-06-26,,CONFIRMED
SO00832,P001,W01,300,2026-08-02,,CONFIRMED
SO00833,P023,W04,219,2026-07-12,2026-07-14,DELIVERED
SO00834,P015,W07,59,2026-07-06,,CANCELLED
SO00835,P001,W08,65,2026-08-03,,CANCELLED
SO00836,P016,W02,600,2026-07-24,2026-07-26,SHIPPED
SO00837,P009,W02,152,2026-07-11,2026-07-13,SHIPPED
SO00838,P026,W06,344,2026-07-30,2026-08-03,SHIPPED
SO00839,P022,W06,478,2026-08-14,,CONFIRMED
SO00840,P025,W02,570,2026-08-07,2026-08-08,SHIPPED
SO00841,P010,W03,718,2026-06-27,,CONFIRMED
SO00842,P024,W07,500,2026-06-29,2026-06-30,DELIVERED
SO00843,P028,W08,308,2026-07-18,,CONFIRMED
SO00844,P020,W01,260,2026-08-12,2026-08-12,DELIVERED
SO00845,P020,W04,16,2026-07-25,,CONFIRMED
SO00846,P021,W02,17,2026-06-17,2026-06-19,DELIVERED
SO00847,P016,W07,663,2026-08-05,2026-08-07,SHIPPED
SO00848,P010,W06,275,2026-06-21,2026-06-24,SHIPPED
SO00849,P002,W04,139,2026-08-07,2026-08-07,SHIPPED
SO00850,P010,W03,337,2026-08-18,,CONFIRMED
SO00851,P022,W03,525,2026-07-18,,BACKORDER
SO00852,P023,W02,654,2026-07-10,2026-07-10,DELIVERED
SO00853,P007,W08,39,2026-06-22,,OPEN
SO00854,P028,W01,715,2026-08-15,2026-08-20,SHIPPED
SO00855,P010,W04,329,2026-08-11,,CONFIRMED
SO00856,P014,W08,701,2026-07-05,2026-07-06,SHIPPED
SO00857,P025,W08,335,2026-07-01,2026-07-03,SHIPPED
SO00858,P005,W06,250,2026-07-30,2026-07-30,DELIVERED
SO00859,P012,W05,184,2026-06-24,,OPEN
SO00860,P003,W06,504,2026-07-09,2026-07-10,DELIVERED
SO00861,P017,W07,702,2026-07-12,2026-07-13,DELIVERED
SO00862,P015,W07,672,2026-08-08,2026-08-12,SHIPPED
SO00863,P005,W07,601,2026-07-12,,CONFIRMED
SO00864,P003,W03,455,2026-06-23,2026-06-24,DELIVERED
SO00865,P010,W01,383,2026-07-06,2026-07-11,DELIVERED
SO00866,P023,W06,620,2026-08-05,2026-08-05,DELIVERED
SO00867,P029,W02,16,2026-07-23,2026-07-24,DELIVERED
SO00868,P029,W07,473,2026-08-05,2026-08-05,DELIVERED
SO00869,P003,W08,555,2026-08-18,,OPEN
SO00870,P026,W08,302,2026-06-15,2026-06-16,DELIVERED
SO00871,P011,W02,203,2026-07-02,2026-07-06,DELIVERED
SO00872,P011,W01,255,2026-07-21,,BACKORDER
SO00873,P027,W03,141,2026-08-01,2026-08-03,DELIVERED
SO00874,P010,W07,451,2026-07-23,2026-07-28,DELIVERED
SO00875,P003,W04,340,2026-07-09,,CONFIRMED
SO00876,P025,W04,637,2026-07-01,2026-07-01,SHIPPED
SO00877,P024,W04,372,2026-06-25,2026-06-27,SHIPPED
SO00878,P026,W08,573,2026-08-09,,BACKORDER
SO00879,P024,W06,774,2026-06-17,2026-06-17,DELIVERED
SO00880,P030,W02,636,2026-07-23,2026-07-23,DELIVERED
SO00881,P019,W06,616,2026-07-16,,OPEN
SO00882,P021,W07,773,2026-07-11,2026-07-13,DELIVERED
SO00883,P027,W03,356,2026-07-20,2026-07-20,DELIVERED
SO00884,P015,W05,614,2026-07-12,,CONFIRMED
