po_id,product_id,supplier_id,ordered_qty,received_qty,order_date,expected_date,actual_date,status
PO00343,P018,S05,5607,0,2026-06-04,2026-06-11,,OPEN
PO00344,P009,S08,1687,0,2026-07-14,2026-07-30,,OPEN
PO00345,P026,S03,3975,0,2026-06-28,2026-07-06,,OPEN
PO00346,P003,S07,6158,3557,2026-07-24,2026-08-07,2026-08-08,PARTIAL
PO00347,P010,S13,6387,3179,2026-08-03,2026-08-20,,PARTIAL
PO00348,P023,S11,7751,7751,2026-06-05,2026-06-18,2026-06-18,RECEIVED
PO00349,P018,S05,3647,0,2026-07-05,2026-07-12,,CANCELLED
PO00350,P004,S04,2328,0,2026-06-21,2026-07-09,,OPEN
PO00351,P027,S03,2224,1471,2026-07-31,2026-08-08,2026-08-08,PARTIAL
PO00352,P005,S05,4496,2053,2026-07-10,2026-07-17,2026-07-19,PARTIAL
PO00353,P003,S07,3167,3167,2026-06-21,2026-07-05,2026-07-05,RECEIVED
PO00354,P023,S11,2824,2824,2026-07-23,2026-08-05,2026-08-05,RECEIVED
PO00355,P023,S11,6362,6362,2026-07-05,2026-07-18,2026-07-17,RECEIVED
PO00356,P020,S15,2996,2996,2026-05-27,2026-06-05,2026-06-04,RECEIVED
PO00357,P018,S05,2631,0,2026-07-31,2026-08-07,,CANCELLED
PO00358,P011,S07,5050,0,2026-07-26,2026-08-09,,OPEN
PO00359,P012,S08,810,0,2026-07-27,2026-08-12,,OPEN
PO00360,P026,S03,6187,0,2026-06-08,2026-06-16,,OPEN
PO00361,P013,S08,330,330,2026-06-29,2026-07-15,2026-07-14,RECEIVED
PO00362,P015,S12,388,0,2026-06-20,2026-07-05,,OPEN
PO00363,P006,S03,6588,0,2026-07-29,2026-08-06,,CANCELLED
PO00364,P022,S11,4008,0,2026-07-22,2026-08-04,,OPEN
PO00365,P017,S02,7706,4364,2026-05-28,2026-06-07,2026-06-08,PARTIAL
PO00366,P007,S06,6715,6715,2026-07-13,2026-07-22,2026-07-24,RECEIVED
PO00367,P023,S11,2214,2214,2026-06-04,2026-06-17,2026-06-16,RECEIVED
PO00368,P001,S10,831,213,2026-08-01,2026-08-21,,PARTIAL
PO00369,P006,S03,1283,0,2026-06-29,2026-07-07,,CANCELLED
PO00370,P014,S07,5201,5201,2026-07-27,2026-08-10,2026-08-12,RECEIVED
PO00371,P014,S07,5412,3538,2026-07-08,2026-07-22,2026-07-22,PARTIAL
PO00372,P023,S11,3916,3916,2026-06-06,2026-06-19,2026-06-20,RECEIVED
PO00373,P008,S05,3821,0,2026-06-12,2026-06-19,,CANCELLED
PO00374,P016,S09,2361,0,2026-06-08,2026-06-19,,OPEN
PO00375,P030,S07,4587,0,2026-07-20,2026-08-03,,OPEN
PO00376,P025,S05,2036,2036,2026-05-28,2026-06-04,2026-06-05,RECEIVED
PO00377,P007,S06,1859,1229,2026-06-25,2026-07-04,2026-07-04,PARTIAL
PO00378,P025,S05,4901,0,2026-06-20,2026-06-27,,CANCELLED
PO00379,P019,S11,4901,0,2026-07-21,2026-08-03,,OPEN
PO00380,P029,S06,3687,3687,2026-06-27,2026-07-06,2026-07-07,RECEIVED
PO00381,P002,S02,7834,7834,2026-06-19,2026-06-29,2026-06-29,RECEIVED
PO00382,P023,S11,2868,0,2026-06-24,2026-07-07,,OPEN
PO00383,P008,S05,5763,5763,2026-06-21,2026-06-28,2026-06-27,RECEIVED
PO00384,P024,S02,5609,3772,2026-07-01,2026-07-11,2026-07-12,PARTIAL
PO00385,P013,S08,757,583,2026-06-13,2026-06-29,2026-07-01,PARTIAL
PO00386,P014,S07,3696,2555,2026-06-19,2026-07-03,2026-07-05,PARTIAL
PO00387,P026,S03,922,0,2026-07-15,2026-07-23,,OPEN
PO00388,P022,S11,869,0,2026-07-14,2026-07-27,,OPEN
PO00389,P028,S09,6724,0,2026-06-19,2026-06-30,,OPEN
PO00390,P028,S09,7200,0,2026-06-24,2026-07-05,,OPEN
PO00391,P017,S02,882,882,2026-07-08,2026-07-18,2026-07-17,RECEIVED
PO00392,P015,S12,1343,0,2026-07-02,2026-07-17,,CANCELLED
PO00393,P026,S03,2781,0,2026-06-05,2026-06-13,,OPEN
PO00394,P005,S05,269,0,2026-05-28,2026-06-04,,OPEN
PO00395,P025,S05,3229,0,2026-07-10,2026-07-17,,OPEN
PO00396,P027,S03,5195,0,2026-07-24,2026-08-01,,CANCELLED
PO00397,P001,S10,3409,0,2026-06-07,2026-06-27,,CANCELLED
PO00398,P013,S08,6553,6553,2026-08-04,2026-08-20,2026-08-19,RECEIVED
PO00399,P008,S05,1254,0,2026-07-01,2026-07-08,,CANCELLED
PO00400,P030,S07,224,224,2026-06-06,2026-06-20,2026-06-20,RECEIVED
PO00401,P009,S08,7053,5934,2026-07-06,2026-07-22,2026-07-22,PARTIAL
PO00402,P021,S13,5811,5811,2026-07-20,2026-08-06,2026-08-08,RECEIVED
PO00403,P006,S03,1458,0,2026-07-06,2026-07-14,,OPEN
PO00404,P028,S09,3803,0,2026-06-17,2026-06-28,,OPEN
PO00405,P028,S09,588,0,2026-07-31,2026-08-11,,OPEN
PO00406,P017,S02,1181,1181,2026-07-24,2026-08-03,2026-08-04,RECEIVED
PO00407,P025,S05,827,0,2026-07-02,2026-07-09,,OPEN
PO00408,P002,S02,3909,3909,2026-07-12,2026-07-22,2026-07-22,RECEIVED
PO00409,P008,S05,5655,5655,2026-06-09,2026-06-16,2026-06-16,RECEIVED
PO00410,P021,S13,6779,0,2026-06-16,2026-07-03,,OPEN
PO00411,P006,S03,727,727,2026-06-20,2026-06-28,2026-06-27,RECEIVED
PO00412,P019,S11,5458,0,2026-06-05,2026-06-18,,CANCELLED
PO00413,P014,S07,3446,3446,2026-06-19,2026-07-03,2026-07-04,RECEIVED
PO00414,P014,S07,6764,0,2026-07-21,2026-08-04,,OPEN
PO00415,P024,S02,6328,6328,2026-07-06,2026-07-16,2026-07-16,RECEIVED
PO00416,P025,S05,7988,7988,2026-06-13,2026-06-20,2026-06-22,RECEIVED
PO00417,P008,S05,3679,3679,2026-08-03,2026-08-10,2026-08-10,RECEIVED
PO00418,P025,S05,2966,2966,2026-05-30,2026-06-06,2026-06-06,RECEIVED
PO00419,P014,S07,4151,2817,2026-07-17,2026-07-31,2026-08-01,PARTIAL
PO00420,P023,S11,4973,4973,2026-07-28,2026-08-10,2026-08-09,RECEIVED
PO00421,P007,S06,7059,3033,2026-05-28,2026-06-06,2026-06-07,PARTIAL
PO00422,P023,S11,7281,3779,2026-07-13,2026-07-26,2026-07-26,PARTIAL
PO00423,P004,S04,5303,2623,2026-08-01,2026-08-19,,PARTIAL
PO00424,P025,S05,1936,1269,2026-07-01,2026-07-08,2026-07-09,PARTIAL
PO00425,P010,S13,3440,0,2026-07-12,2026-07-29,,OPEN
PO00426,P013,S08,1024,0,2026-08-04,2026-08-20,,CANCELLED
PO00427,P005,S05,5098,5098,2026-06-27,2026-07-04,2026-07-04,RECEIVED
PO00428,P006,S03,2605,1371,2026-06-18,2026-06-26,2026-06-26,PARTIAL
PO00429,P010,S13,4726,0,2026-07-23,2026-08-09,,OPEN
PO00430,P014,S07,4691,0,2026-07-24,2026-08-07,,OPEN
PO00431,P015,S12,4548,0,2026-06-23,2026-07-08,,OPEN
PO00432,P019,S11,2204,1175,2026-07-30,2026-08-12,,PARTIAL
PO00433,P010,S13,3166,0,2026-06-04,2026-06-21,,OPEN
PO00434,P001,S10,4936,0,2026-06-06,2026-06-26,,OPEN
PO00435,P027,S03,7514,7514,2026-07-30,2026-08-07,2026-08-07,RECEIVED
PO00436,P016,S09,6544,6544,2026-06-17,2026-06-28,2026-06-27,RECEIVED
PO00437,P010,S13,1285,0,2026-07-17,2026-08-03,,CANCELLED
PO00438,P024,S02,215,0,2026-07-08,2026-07-18,,OPEN
PO00439,P029,S06,877,877,2026-07-27,2026-08-05,2026-08-04,RECEIVED
PO00440,P010,S13,5309,1328,2026-06-14,2026-07-01,,PARTIAL
PO00441,P002,S02,6095,0,2026-08-01,2026-08-11,,OPEN
PO00442,P012,S08,1266,1266,2026-06-14,2026-06-30,2026-06-30,RECEIVED
PO00443,P021,S13,3419,3419,2026-07-28,2026-08-14,2026-08-15,RECEIVED
PO00444,P025,S05,1682,1682,2026-07-30,2026-08-06,2026-08-06,RECEIVED
PO00445,P020,S15,4001,0,2026-07-16,2026-07-25,,OPEN
PO00446,P019,S11,4106,0,2026-07-22,2026-08-04,,OPEN
PO00447,P018,S05,2222,0,2026-06-19,2026-06-26,,CANCELLED
PO00448,P026,S03,4838,0,2026-07-27,2026-08-04,,CANCELLED
PO00449,P005,S05,2354,2354,2026-07-17,2026-07-24,2026-07-26,RECEIVED
PO00450,P021,S13,5557,0,2026-05-31,2026-06-17,,OPEN
PO00451,P022,S11,7835,0,2026-07-28,2026-08-10,,CANCELLED
PO00452,P002,S02,1182,1182,2026-07-30,2026-08-09,2026-08-11,RECEIVED
PO00453,P020,S15,5118,5118,2026-06-03,2026-06-12,2026-06-12,RECEIVED
PO00454,P019,S11,6124,0,2026-07-01,2026-07-14,,OPEN
PO00455,P017,S02,594,594,2026-06-13,2026-06-23,2026-06-23,RECEIVED
PO00456,P009,S08,4455,4455,2026-06-20,2026-07-06,2026-07-08,RECEIVED
PO00457,P010,S13,2599,0,2026-06-21,2026-07-08,,OPEN
PO00458,P007,S06,4217,0,2026-07-23,2026-08-01,,OPEN
PO00459,P015,S12,1991,713,2026-07-04,2026-07-19,,PARTIAL
PO00460,P028,S09,869,0,2026-06-09,2026-06-20,,OPEN
PO00461,P007,S06,215,155,2026-07-10,2026-07-19,2026-07-21,PARTIAL
PO00462,P023,S11,1817,0,2026-07-05,2026-07-18,,OPEN
PO00463,P030,S07,4151,1852,2026-07-28,2026-08-11,2026-08-11,PARTIAL
PO00464,P008,S05,7307,0,2026-07-26,2026-08-02,,OPEN
PO00465,P010,S13,5072,1866,2026-06-27,2026-07-14,,PARTIAL
PO00466,P017,S02,4643,4643,2026-07-29,2026-08-08,2026-08-07,RECEIVED
PO00467,P021,S13,880,0,2026-06-26,2026-07-13,,OPEN
PO00468,P014,S07,1068,0,2026-07-25,2026-08-08,,OPEN
PO00469,P014,S07,1113,555,2026-06-27,2026-07-11,2026-07-13,PARTIAL
PO00470,P004,S04,6302,2072,2026-08-02,2026-08-20,,PARTIAL
PO00471,P020,S15,3224,3224,2026-06-01,2026-06-10,2026-06-11,RECEIVED
PO00472,P017,S02,4220,2343,2026-07-21,2026-07-31,2026-08-02,PARTIAL
PO00473,P030,S07,6833,6833,2026-06-08,2026-06-22,2026-06-21,RECEIVED
PO00474,P013,S08,4672,4672,2026-07-07,2026-07-23,2026-07-24,RECEIVED
PO00475,P008,S05,6642,3354,2026-06-18,2026-06-25,2026-06-27,PARTIAL
PO00476,P020,S15,5528,2414,2026-08-04,2026-08-13,2026-08-14,PARTIAL
PO00477,P010,S13,2937,0,2026-06-20,2026-07-07,,OPEN
PO00478,P007,S06,1931,1931,2026-07-28,2026-08-06,2026-08-05,RECEIVED
PO00479,P003,S07,4837,3093,2026-06-08,2026-06-22,2026-06-24,PARTIAL
PO00480,P019,S11,7385,1583,2026-06-20,2026-07-03,,PARTIAL
PO00481,P018,S05,1845,984,2026-06-24,2026-07-01,2026-07-03,PARTIAL
PO00482,P004,S04,4254,0,2026-07-12,2026-07-30,,OPEN
PO00483,P004,S04,1860,0,2026-07-25,2026-08-12,,OPEN
PO00484,P023,S11,6742,6742,2026-07-18,2026-07-31,2026-07-31,RECEIVED
PO00485,P002,S02,2506,0,2026-05-30,2026-06-09,,OPEN
PO00486,P023,S11,6512,6512,2026-07-09,2026-07-22,2026-07-21,RECEIVED
PO00487,P027,S03,1934,1934,2026-07-19,2026-07-27,2026-07-26,RECEIVED
PO00488,P027,S03,4444,4444,2026-07-01,2026-07-09,2026-07-11,RECEIVED
PO00489,P010,S13,4848,0,2026-06-12,2026-06-29,,OPEN
PO00490,P013,S08,5624,2746,2026-07-09,2026-07-25,2026-07-25,PARTIAL
PO00491,P012,S08,7550,6121,2026-06-20,2026-07-06,2026-07-08,PARTIAL
PO00492,P005,S05,3925,0,2026-06-29,2026-07-06,,CANCELLED
PO00493,P002,S02,5511,3362,2026-07-24,2026-08-03,2026-08-03,PARTIAL
PO00494,P003,S07,5704,3354,2026-06-20,2026-07-04,2026-07-04,PARTIAL
PO00495,P008,S05,1666,1666,2026-07-17,2026-07-24,2026-07-26,RECEIVED
PO00496,P012,S08,3661,1766,2026-07-24,2026-08-09,2026-08-09,PARTIAL
PO00497,P027,S03,2412,2412,2026-07-12,2026-07-20,2026-07-21,RECEIVED
PO00498,P009,S08,7006,0,2026-06-10,2026-06-26,,OPEN
PO00499,P003,S07,5882,3704,2026-07-26,2026-08-09,2026-08-09,PARTIAL
PO00500,P023,S11,7902,0,2026-07-31,2026-08-13,,CANCELLED
